date,water_year,huc8,area_acres,AgEra-5_precipitation_mm,prism_precipitation_mm,rdpa_precipitation_mm,nclimgrid_precipitation_mm,gridmet_precipitation_mm,chirps_precipitation_mm,ensemble_et_mm,disalexi_et_mm,eemetric_et_mm,ptjpl_et_mm,ssebop_et_mm,geesebal_et_mm,q_mm,wbet_AgEra-5_mm,wbet_prism_mm,wbet_rdpa_mm,wbet_nclimgrid_mm,wbet_gridmet_mm,wbet_chirps_mm
2006-10-01,2007.0,18090202,2180980.8,16.497934540298537,15.46169649562848,8.149999548308779,10.693064542848743,16.497586583842814,8.798458075652958,13.042359565731095,12.873844190689514,11.19260707697124,17.110205556336368,13.562907212272156,22.82312071733295,0.013832145140941457,16.484102395157596,15.447864350487539,8.136167403167837,10.679232397707802,16.483754438701872,8.784625930512016
2006-11-01,2007.0,18090202,2180980.8,0.3520705942502434,0.0,0.1698472377776036,3.562691919886339e-05,0.0885227306733856,7.077673838095207,8.254370811595448,8.363090165972302,5.329311300260807,14.221635117565024,9.991639044353212,9.052890653089325,0.018805064656542456,0.3332655295937009,-0.018805064656542456,0.15104217312106116,-0.018769437737343592,0.06971766601684315,7.058868773438665
2006-12-01,2007.0,18090202,2180980.8,13.229824303143294,5.829186306403303,5.5713938975128725,8.410828506691416,6.977919201517856,9.649440330474391,8.796077023361882,8.29962970908614,8.736253811295963,15.333388540690883,10.700093197209757,7.280131328000484,0.023736404577531404,13.206087898565762,5.805449901825772,5.5476574929353415,8.387092102113884,6.954182796940325,9.62570392589686
2007-01-01,2007.0,18090202,2180980.8,3.854570985369553,1.3265757223500745,1.7611840761254045,0.4500211016392443,3.153867656973968,3.054296734286469,8.382763110749822,11.892564522019448,4.897533959544252,14.35350532667037,9.059249472558491,7.538300011679444,0.022350418090463123,3.83222056727909,1.3042253042596113,1.7388336580349413,0.4276706835487812,3.131517238883505,3.031946316196006
2007-02-01,2007.0,18090202,2180980.8,10.696631057741293,4.372289949663224,4.496142757686292,4.591535043998349,5.60759398188876,10.552999350815009,14.60617161583969,16.882554320132016,6.81970813981518,20.849950908550387,8.779070122379101,22.39431475910443,0.02100323922503275,10.67562781851626,4.351286710438191,4.475139518461259,4.570531804773316,5.586590742663727,10.531996111589976
2007-03-01,2007.0,18090202,2180980.8,9.68860248658054,4.078932656223442,1.498978696357001,2.5772793231625357,3.306472649439621,5.832164960068285,14.479938100781707,23.337147958708947,7.955784563638532,15.563385915187226,10.077977618582024,21.724523456584627,0.025455027821496074,9.663147458759045,4.053477628401946,1.473523668535505,2.5518242953410395,3.281017621618125,5.806709932246789
2007-04-01,2007.0,18090202,2180980.8,11.778088036310914,9.643802455782785,9.15876133049833,6.727586908199278,8.441362622202854,10.429160401736326,15.392733202708598,25.678130936109223,10.020843587354904,8.307123025897887,9.934403126182982,54.90627450802513,0.023104394739428265,11.754983641571485,9.620698061043356,9.1356569357589,6.70448251345985,8.418258227463426,10.406056006996897
2007-05-01,2007.0,18090202,2180980.8,0.4205342296095654,0.0,0.3626214888994966,0.0,0.0290564552798366,1.1205888802350503,15.093487514938795,22.131121298021373,9.279184859565516,10.543446245300451,10.003825861296235,54.60334312028829,0.015110024682018414,0.40542420492754694,-0.015110024682018414,0.34751146421747814,-0.015110024682018414,0.013946430597818187,1.105478855553032
2007-06-01,2007.0,18090202,2180980.8,0.8662357461756333,0.0487501370314869,0.1052041726401603,0.0,0.0183369545347818,1.960915907086608,13.477711807385736,12.464319318769611,16.518041687634973,6.742468959723753,11.159403920156269,39.006493424068296,0.00927224959848681,0.8569634965771464,0.03947788743300009,0.09593192304167349,-0.00927224959848681,0.009064704936294991,1.9516436574881213
2007-07-01,2007.0,18090202,2180980.8,4.858545400302517,4.800321223867879,0.3529095328419129,0.1122706270910674,5.393277012185695,2.035257882355354,15.31957639804129,13.755846045727012,20.298353479738168,7.675820286465475,11.538900638979252,59.53992471528619,0.010134333193443281,4.848411067109073,4.790186890674436,0.34277519964846964,0.10213629389762412,5.383142678992252,2.025123549161911
